blueprint,link,submittedAt,title
"9a4fa30a-2110-5459-b71e-4fec96061154","https://xkcd.com/2916/#xt=6&yt=62&v=856","2024-04-11T20:24:46.401627435Z","Blues "
"c348340d-8e45-537b-8c69-365cd4aba8be","https://xkcd.com/2916/#xt=4&yt=46&v=645","2024-04-08T14:21:24.068535548Z","Cliff Edge"
"d76174be-5f9b-53c7-a054-edc3ebc378e0","https://xkcd.com/2916/#xt=5&yt=5&v=71","2024-04-06T19:59:28.120006312Z","Sword Pile"
"1ad71c6d-ddfd-5ca0-9cf6-c0b4d7a8f750","https://xkcd.com/2916/#xt=10&yt=45&v=649","2024-04-09T07:03:39.282443987Z","Adit ventilation"
"83570148-5ff3-551e-8d2b-10af6fafc5ba","https://xkcd.com/2916/#xt=8&yt=15&v=393","2024-04-07T02:09:02.218498395Z","I think this pipe is clogged"
"6f3319a8-b638-5e37-b2c6-1c14c73369a0","https://xkcd.com/2916/#xt=0&yt=52&v=726","2024-04-10T00:24:53.110083356Z","the cat has everything under control"
"ee12425e-8cbc-5de8-892b-df0c8b893ecd","https://xkcd.com/2916/#xt=11&yt=66&v=913","2024-04-12T06:51:33.330247817Z","champagne supernova"
"2d29effa-3560-572f-a2b0-01a36cb1f6bb","https://xkcd.com/2916/#xt=10&yt=56&v=786","2024-04-10T21:10:28.864372048Z","Anvil Sorter"
"01e1f403-9abd-5255-8358-464e2c295645","https://xkcd.com/2916/#xt=9&yt=74&v=1007","2024-04-15T17:02:02.916250568Z","inertial vs gravitational mass"
"431c102e-6705-5ddd-9957-20cd9c7f6ec9","https://xkcd.com/2916/#xt=1&yt=45&v=634","2024-04-09T01:05:12.004758909Z","Supercolliding supercollider"
"5903a120-5abf-50ee-86ae-23b9bed61a5d","https://xkcd.com/2916/#xt=11&yt=7&v=98","2024-04-06T21:05:51.849722416Z","The duel"
"afeb5ecd-e1cf-5d6d-92b9-1e8e90a219fc","https://xkcd.com/2916/#xt=9&yt=79&v=1071","2024-04-22T16:10:41.671760903Z","MasterpieceifIdosaysomyself"
"d7738652-919a-5377-8c4f-fd1b97cf4e4a","https://xkcd.com/2916/#xt=7&yt=6&v=96","2024-04-06T18:03:33.596431157Z","trans rights"
"9a9aca30-4d6e-5280-b516-cc0319375a63","https://xkcd.com/2916/#xt=11&yt=84&v=1130","2024-04-23T15:52:56.588391302Z","Semi JUMP"
"83663c85-9e8e-5034-aafb-a1ad01d83cff","https://xkcd.com/2916/#xt=1&yt=79&v=1062","2024-04-19T00:02:55.697699364Z","my cup runneth under"
"1b0d1962-a168-5b43-bf3a-bf0f0f0f1639","https://xkcd.com/2916/#xt=8&yt=56&v=784","2024-04-11T01:35:04.594179291Z","No OSHA Violations Here"
"6fc740c6-fb79-5800-8a8b-b2d987831326","https://xkcd.com/2916/#xt=3&yt=15&v=251","2024-04-07T02:27:52.319883519Z","GRAVITY FILTER"
"c3d6bfa7-ffbb-5267-b042-0cafeb6b8508","https://xkcd.com/2916/#xt=2&yt=80&v=1073","2024-04-19T11:37:00.869913944Z","Narrow margins"
"2d5ebdbe-a0fe-5298-a36b-293b3e9e0dc8","https://xkcd.com/2916/#xt=11&yt=44&v=618","2024-04-08T22:05:34.122980125Z","The creation of Machine"
"ee5ab9b6-5f12-5279-8fcb-4ea051e896bf","https://xkcd.com/2916/#xt=10&yt=15&v=268","2024-04-07T02:57:45.967923847Z","A reasonable attempt"
"024bf89b-5fb2-5f88-9538-5758244461a7","https://xkcd.com/2916/#xt=11&yt=62&v=852","2024-04-12T01:08:25.158154778Z","Ball Pens Are FUN"
"43c1c9d0-2169-597e-8bfb-27ec5ff7d50e","https://xkcd.com/2916/#xt=8&yt=77&v=1048","2024-04-17T02:43:16.914209587Z","It fixes your mistakes."
"59524f5e-8bed-5ff3-ac72-6054d3733de1","https://xkcd.com/2916/#xt=8&yt=35&v=508","2024-04-07T07:06:52.008809682Z","rabbit path"
"b01b514a-68d3-5b46-8f25-c2b4faa41f7d","https://xkcd.com/2916/#xt=0&yt=10&v=75","2024-04-06T20:08:57.16028623Z","Bouncy House"
"d7bc61a9-75f7-5219-ad70-1efcabb9d567","https://xkcd.com/2916/#xt=7&yt=3&v=70","2024-04-06T19:53:06.457183104Z","Bounce"
"c3eb4275-03a7-5c66-9478-900ee1072561","https://xkcd.com/2916/#xt=9&yt=9&v=120","2024-04-06T19:31:02.90657094Z","Supercollider"
"9ac9a1af-3583-52aa-bd79-3a5c1f0956d3","https://xkcd.com/2916/#xt=3&yt=50&v=704","2024-04-09T18:37:16.325586537Z","3-way sorter"
"8374fdec-1334-525c-b99b-855322e6483a","https://xkcd.com/2916/#xt=4&yt=93&v=1231","2024-04-26T01:59:11.470488797Z","Forced Air Heating"
"ee721bc2-e3d2-55f9-820a-d8671ac0c258","https://xkcd.com/2916/#xt=6&yt=85&v=1139","2024-04-23T23:06:46.215906895Z","red/yellow feline fractionator"
"1b515844-0ff8-5bc9-95a0-114cda0a8bb7","https://xkcd.com/2916/#xt=7&yt=38&v=546","2024-04-07T18:25:40.451888688Z","How to make scrambled eggs; a memoir"
"6fc7ea42-d8b3-5de0-ba62-26757a9054ff","https://xkcd.com/2916/#xt=7&yt=23&v=371","2024-04-07T06:07:46.749894006Z","Designed within needed technical specifications"
"2d86a44f-095a-5af9-a0c8-b4ffcaf6a4a9","https://xkcd.com/2916/#xt=3&yt=28&v=434","2024-04-07T19:22:21.158148952Z","Layered boinginess"
"02eb97bb-c8a4-52fe-b0e2-3007b39ef58a","https://xkcd.com/2916/#xt=8&yt=86&v=1148","2024-04-23T22:30:07.275756401Z","the wind in the pillows"
"43cc5c59-704a-5199-a3d1-c509c81b005b","https://xkcd.com/2916/#xt=7&yt=51&v=711","2024-04-09T21:53:07.404924903Z","Don't forget your party helmet"
"59690b85-d090-5769-b8cb-c49f8b1ffeef","https://xkcd.com/2916/#xt=0&yt=74&v=996","2024-04-15T00:46:10.770907343Z","the long way round"
"b029a258-5223-5380-a99f-8b3c1270b873","https://xkcd.com/2916/#xt=10&yt=12&v=219","2024-04-07T01:47:09.774127511Z","launch"
"02ec7632-6277-5bf1-83ae-cefc7f40cc19","https://xkcd.com/2916/#xt=7&yt=58&v=804","2024-04-11T14:04:11.265316897Z","Don’t rotate anything challenge"
"c3ebf4fc-5ff2-5619-b864-88db151d4273","https://xkcd.com/2916/#xt=11&yt=67&v=925","2024-04-13T07:58:24.340887584Z","overcaffeinated"
"837d4b83-8fdb-535a-870c-c36a2261776a","https://xkcd.com/2916/#xt=0&yt=18&v=243","2024-04-07T01:37:25.526895556Z","Board to tears"
"d7c15d29-ca8a-5263-9615-a866816a943b","https://xkcd.com/2916/#xt=10&yt=63&v=863","2024-04-11T20:13:54.058581373Z","this confounding device"
"9accda11-b94b-54f5-8391-a84aeee94b5d","https://xkcd.com/2916/#xt=2&yt=57&v=798","2024-04-10T18:53:54.069293926Z","sorting Madness"
"43d067c4-a8ea-526b-b7f6-0e5d74984a93","https://xkcd.com/2916/#xt=11&yt=90&v=1197","2024-04-25T14:08:55.876358421Z","he's not stuck, he just enjoys causing problems."
"ee87bf32-da9b-56a8-9b6e-bfcfd6c9ba81","https://xkcd.com/2916/#xt=9&yt=87&v=1167","2024-04-24T18:22:06.404630901Z","Only needed half."
"2e2f720e-ce94-59d2-9126-97118618a091","https://xkcd.com/2916/#xt=0&yt=28&v=387","2024-04-07T06:41:36.026034328Z","KALI MAAAAAA"
"1b625c16-3e9a-5de3-973c-c2aa0ecf8a6d","https://xkcd.com/2916/#xt=9&yt=7&v=114","2024-04-06T21:42:30.501214599Z","Minefield"
"6fe0549c-aafb-581b-b755-f96c38217e3f","https://xkcd.com/2916/#xt=11&yt=77&v=1023","2024-04-18T08:49:55.059460013Z","waning creativity, 2024 - Digital"
"598c0982-34f2-5c3f-8ac1-51acdffeb708","https://xkcd.com/2916/#xt=11&yt=53&v=745","2024-04-10T03:00:15.166445454Z","dangerous intersection"
"b0c27f3f-722a-582f-b1e2-0351f0596fa0","https://xkcd.com/2916/#xt=2&yt=26&v=391","2024-04-07T07:12:42.427745846Z","My Apologies To the chef"
"03d320af-e6e4-557a-bbc9-187620661875","https://xkcd.com/2916/#xt=3&yt=68&v=935","2024-04-14T05:29:48.933171925Z","RBY Output; All Color FIlter?"
"83e9ecc9-0d18-5ca6-980d-abb5b08f4b55","https://xkcd.com/2916/#xt=5&yt=33&v=485","2024-04-08T01:43:20.467908476Z","The confoundinator!"
"4441681a-f228-54bc-b4ac-2c370139c6a8","https://xkcd.com/2916/#xt=2&yt=77&v=1042","2024-04-17T08:32:15.482038878Z","color winds"
"2eb55f6e-4125-59e7-81ca-c6b99740b5f4","https://xkcd.com/2916/#xt=0&yt=18&v=252","2024-04-07T02:04:15.333628754Z","Epic Duel"
"9acd4c3a-7a80-53aa-9748-6f430ef98040","https://xkcd.com/2916/#xt=4&yt=87&v=1161","2024-04-24T02:06:07.549542505Z","double shot"
"c4128071-950e-59fd-92e4-291d47381ab4","https://xkcd.com/2916/#xt=5&yt=73&v=990","2024-04-17T04:02:47.263793343Z","ψήφος"
"1b63cb0a-3d07-5a11-b7ca-a751582066fa","https://xkcd.com/2916/#xt=3&yt=26&v=398","2024-04-07T15:29:31.361172556Z","Squirrel determinism"
"eec0c357-0fa6-5afc-8603-d8690ef33ccf","https://xkcd.com/2916/#xt=4&yt=14&v=246","2024-04-07T02:28:26.102343946Z","sacrifices for the greater good"
"7050e349-5bf5-578e-b967-a24a43f05e5a","https://xkcd.com/2916/#xt=1&yt=49&v=692","2024-04-09T16:29:35.11146141Z","Wild wheels"
"d7cd409f-37ff-503d-8239-f56348839e8a","https://xkcd.com/2916/#xt=0&yt=50&v=689","2024-04-09T16:46:33.669377669Z","Bonks"
"59bcda3a-bc76-51e3-acf9-62db36fed4f4","https://xkcd.com/2916/#xt=2&yt=35&v=512","2024-04-08T04:25:45.508940966Z","javascript version 2"
"b0db4849-6a4b-5417-bdaf-ca4242d87841","https://xkcd.com/2916/#xt=6&yt=33&v=472","2024-04-06T19:09:23.772965763Z","Working the forge"
"044e2fcc-e338-5eef-ba61-6bf879733cf9","https://xkcd.com/2916/#xt=7&yt=22&v=364","2024-04-07T06:02:26.649775906Z","blue hyper highway across green crosswalk"
"8434fc89-12da-5fd8-9aba-f000c21a4405","https://xkcd.com/2916/#xt=4&yt=9&v=161","2024-04-06T22:52:56.420387908Z","Talvieno's Smashbot"
"4448cbb3-0321-5ea1-af0f-4bc3b0285290","https://xkcd.com/2916/#xt=8&yt=32&v=481","2024-04-08T00:35:15.552405692Z","its all cats all the way down"
"eee6a856-97c2-5985-9db0-c0ca09899433","https://xkcd.com/2916/#xt=6&yt=4&v=72","2024-04-06T19:55:00.242082729Z","Pneumatic Pnetwork"
"d8492c83-8ae0-5429-8e03-ffa358c3f511","https://xkcd.com/2916/#xt=9&yt=90&v=1204","2024-04-25T20:46:06.565650686Z","We are Not Sure What We Do Around Here"
"2ebb67ec-0308-58cb-bf7c-dd1345fd4ed9","https://xkcd.com/2916/#xt=7&yt=43&v=628","2024-04-08T23:29:24.391310957Z","p(hit) corr. 1/v"
"9ae17982-8c2f-53aa-b87b-051e01b119ab","https://xkcd.com/2916/#xt=0&yt=0&v=1","2024-04-06T16:34:36.105530047Z","pretty bad"
"70d08f27-70a7-5ddc-bc0e-11f80fb64ae6","https://xkcd.com/2916/#xt=9&yt=47&v=662","2024-04-09T13:05:30.802830903Z","Under the Stairs"
"1b931a7c-1088-5317-821b-d13de46a30e6","https://xkcd.com/2916/#xt=11&yt=12&v=210","2024-04-06T18:51:43.76251766Z","orbital bonk"
"c4454041-3d4f-56b1-8432-75ae5d98cdfd","https://xkcd.com/2916/#xt=11&yt=82&v=1118","2024-04-22T13:59:55.729810965Z","professional pillow-fighting ring"
"59db5bf2-6768-5282-871b-d35a6c345b7e","https://xkcd.com/2916/#xt=5&yt=21&v=343","2024-04-07T05:31:22.928980342Z","Lazy hurricane"
"b1356e8d-9b28-5319-aa91-8cc619620060","https://xkcd.com/2916/#xt=6&yt=92&v=1232","2024-04-26T08:22:03.45002613Z","3 output filter"
"eeee41be-08e4-52dd-be98-ba831d464948","https://xkcd.com/2916/#xt=7&yt=18&v=244","2024-04-07T02:11:43.917698354Z","Bonk Conduction"
"44a2f77f-5731-59b1-9a2b-e6a7c08db1bc","https://xkcd.com/2916/#xt=3&yt=24&v=381","2024-04-07T06:45:52.048589631Z","Flooper"
"04851543-4e61-5394-9349-a229fd593dfd","https://xkcd.com/2916/#xt=10&yt=58&v=801","2024-04-11T00:18:25.955510404Z","Evaporation Filter"
"2ed09d0b-1ef5-5920-9c59-8ca8102bc7a8","https://xkcd.com/2916/#xt=9&yt=51&v=713","2024-04-09T22:42:42.083017979Z",""
"84729d47-e768-5298-b557-62f025cfea15","https://xkcd.com/2916/#xt=6&yt=47&v=664","2024-04-09T12:29:26.929519744Z","upside down"
"d8883bb1-c8bb-5124-bf72-489cde1fc2f5","https://xkcd.com/2916/#xt=2&yt=14&v=208","2024-04-07T01:22:15.307817486Z","secret tunnel"
"70e0fe0d-a866-573f-9ceb-baa9b8189a90","https://xkcd.com/2916/#xt=7&yt=39&v=559","2024-04-08T16:09:52.340426612Z","The Machine"
"c463d818-8e47-5534-a7d5-afb9baa13c25","https://xkcd.com/2916/#xt=7&yt=60&v=826","2024-04-11T11:59:51.429917067Z","Better Cat than Sorry"
"1bbd62ad-511d-582d-8517-a40d9ae0613c","https://xkcd.com/2916/#xt=11&yt=47&v=661","2024-04-09T09:02:58.059040813Z","Wh- what have you done to my house?"
"9b0499c1-0058-54a3-9630-ddec3aa0e753","https://xkcd.com/2916/#xt=5&yt=87&v=1162","2024-04-24T09:20:03.98139578Z","Consistently Inconsistent"
"59e21465-f28c-54ec-8f0f-db0ea6dbf29f","https://xkcd.com/2916/#xt=3&yt=0&v=6","2024-04-06T16:35:59.347448875Z","undercomplicate"
"b16f1e55-f958-5fd9-b17d-869406005609","https://xkcd.com/2916/#xt=11&yt=59&v=813","2024-04-11T06:54:30.933569912Z","6 fans and a cat"
"44de9aee-74b0-5c4d-88dd-aa6c95c79260","https://xkcd.com/2916/#xt=10&yt=90&v=1198","2024-04-25T17:10:11.003199988Z","Things to bounce off (variing Quality)"
"ef3e6291-a8a2-5950-aa76-9aeff14f08ad","https://xkcd.com/2916/#xt=10&yt=37&v=551","2024-04-08T13:34:26.732740059Z","Zero Point Cat.exe_dropTables"
"1bf0c41a-9048-55ca-9d97-ec380bf0303d","https://xkcd.com/2916/#xt=11&yt=68&v=937","2024-04-12T15:15:51.760466711Z","Drop that anvil"
"9b482815-1b45-5427-b278-2cd1a8bbef3f","https://xkcd.com/2916/#xt=10&yt=1&v=39","2024-04-06T18:14:19.883734319Z","the sword is mightier than the balls"
"84daf23f-814c-58d9-ae95-a5890afeb06f","https://xkcd.com/2916/#xt=4&yt=27&v=419","2024-04-07T16:44:30.116992454Z","Brick Whartley's Turbine"
"049b0f86-1401-56dd-965e-059f23f1699b","https://xkcd.com/2916/#xt=8&yt=73&v=993","2024-04-16T16:12:58.624155341Z","homestar runner and strong bad"
"d8a647c4-3214-5d76-ae05-f1569d2c352b","https://xkcd.com/2916/#xt=1&yt=20&v=279","2024-04-06T17:55:42.258896877Z","Probably Pinball"
"70fe9e54-0d65-5bf1-8b4e-5b8ebf9ad19e","https://xkcd.com/2916/#xt=0&yt=14&v=142","2024-04-06T17:21:02.195033067Z","What strange creatures"
"2ef8fe1f-3370-5d5f-89ff-eb69cd4993b0","https://xkcd.com/2916/#xt=9&yt=78&v=1050","2024-04-17T18:53:18.906479553Z","Stability Test"
"c47c94ea-0824-50ec-9e1d-cdb4daa02bcc","https://xkcd.com/2916/#xt=10&yt=71&v=971","2024-04-14T23:25:25.301571051Z","Nothing to see here, Mr Newton!"
"5a34db61-1834-51a7-bd41-0ebbc882bdd3","https://xkcd.com/2916/#xt=5&yt=83&v=1110","2024-04-23T14:18:01.398969507Z","mass spectrometer"
"b177fd98-c2ab-57bc-8c12-7b09294217b9","https://xkcd.com/2916/#xt=5&yt=20&v=340","2024-04-07T05:19:10.480691857Z","Infinite Cosmos"
"453c89de-ebba-5ab9-954a-1c58f4ca696d","https://xkcd.com/2916/#xt=11&yt=21&v=347","2024-04-07T05:47:00.187782505Z","SPEED RACER"
"1c935b4a-7824-59a7-8e25-6f18769505c8","https://xkcd.com/2916/#xt=8&yt=39&v=549","2024-04-08T10:08:46.112899266Z","Pillow fight at the bar"
"ef562719-a41f-52d4-8089-5201579e80a4","https://xkcd.com/2916/#xt=3&yt=27&v=410","2024-04-07T18:21:59.405769883Z","only fans"
"9b76f074-a5c6-512f-8e11-3ee62c0235e8","https://xkcd.com/2916/#xt=9&yt=85&v=1142","2024-04-24T07:49:13.533607436Z","Particle Motion"
"8533decc-3267-54a7-b205-9f7cfd79669e","https://xkcd.com/2916/#xt=4&yt=70&v=952","2024-04-13T23:21:35.628112649Z","Catleidoscope"
"710b5639-6479-5848-8586-e2e78f390c1b","https://xkcd.com/2916/#xt=5&yt=88&v=1176","2024-04-24T21:38:11.144846559Z","my fingers hurt"
"2f3dbb30-8b7e-5f1c-b98d-f06342dcfa75","https://xkcd.com/2916/#xt=10&yt=0&v=16","2024-04-06T16:59:57.033089875Z","The message"
"04cd8860-dd8c-5908-8663-2f1c06e0a139","https://xkcd.com/2916/#xt=0&yt=81&v=1083","2024-04-23T13:42:24.674927535Z","i shall name it... ""this marvelous device""!"
"d8cabde2-fc93-51e1-a0b2-e1344508d5f9","https://xkcd.com/2916/#xt=5&yt=85&v=1138","2024-04-24T01:14:46.226725554Z","good job"
"c48b05e2-997a-55fc-905c-cf31ea608f33","https://xkcd.com/2916/#xt=3&yt=71&v=964","2024-04-14T18:47:50.876853246Z","occam's swords"
"5a794ce0-9935-5788-b8e1-b334c166de24","https://xkcd.com/2916/#xt=4&yt=40&v=588","2024-04-08T19:05:00.90139286Z","Grandpa's Wooden Coaster"
"b1b05383-e191-52c8-a752-7ac4e6fc0ed6","https://xkcd.com/2916/#xt=4&yt=25&v=394","2024-04-07T11:25:31.729178693Z","Tripplelerator"
"45889502-216e-5b29-9c53-11d648ad9f3d","https://xkcd.com/2916/#xt=6&yt=11&v=167","2024-04-06T22:35:00.796962596Z","Criss-Cross"
"1cc61f30-2261-57f1-a614-cc4450446c8b","https://xkcd.com/2916/#xt=9&yt=77&v=1046","2024-04-17T13:27:49.31330267Z","To Influence"
"9b985d11-71af-5ca9-975d-97fdb376cbe5","https://xkcd.com/2916/#xt=11&yt=63&v=862","2024-04-12T00:50:11.26048931Z","Speedrun"
"8564d67c-06ad-5413-8229-f60fa02829ae","https://xkcd.com/2916/#xt=11&yt=35&v=517","2024-04-08T05:12:02.90449639Z","buns versus squirrels"
"ef57c49e-9c09-5fdb-9389-6b00c7312af8","https://xkcd.com/2916/#xt=0&yt=57&v=796","2024-04-10T12:34:30.042934003Z","Walk the Plank"
"7116fd51-34ef-5ad3-84af-0dba5b4dae85","https://xkcd.com/2916/#xt=8&yt=50&v=709","2024-04-09T21:29:59.321518664Z","nearly always works"
"2f5ecd52-61d7-5aa2-a182-af0ea18d65bb","https://xkcd.com/2916/#xt=0&yt=90&v=1193","2024-04-25T00:17:03.700290239Z","""Look buddy, the Specs didn't say anything about non yellow balls"""
"d8da8132-6df8-5a66-aaed-daa6097cbf1b","https://xkcd.com/2916/#xt=2&yt=36&v=537","2024-04-08T10:52:11.526510834Z","sword of truth"
"04e87175-9307-5b61-af58-a20469599433","https://xkcd.com/2916/#xt=6&yt=49&v=698","2024-04-09T16:12:56.891909923Z","It's Getting Silly now"
"c48d47c2-d9d5-5115-8267-b3d761fa3757","https://xkcd.com/2916/#xt=2&yt=81&v=1085","2024-04-21T01:24:12.016892711Z","Uncooperative red"
"5a911bbb-f8bb-5916-a54b-d1cf58ff9d42","https://xkcd.com/2916/#xt=7&yt=77&v=1047","2024-04-19T20:26:12.463639168Z","black hole sun"
"b1c184e3-01f9-5c93-b404-fe7a273d903f","https://xkcd.com/2916/#xt=8&yt=21&v=352","2024-04-07T05:51:58.236436713Z","crossed streams"
"45d2507a-2823-5db0-9481-ab691d644797","https://xkcd.com/2916/#xt=3&yt=84&v=1126","2024-04-23T13:35:35.917795203Z","Earth wind.. no fire"
"1cff780a-d9cb-5582-8d2d-ffdd157c98eb","https://xkcd.com/2916/#xt=0&yt=73&v=987","2024-04-16T00:55:48.955365783Z","wind tunels"
"9bb088cf-044f-59a0-8760-f7961171b493","https://xkcd.com/2916/#xt=5&yt=79&v=1059","2024-04-19T19:34:07.985448006Z","troy"
"8571bf36-7bbe-5544-ae09-9b7f135db2a1","https://xkcd.com/2916/#xt=4&yt=74&v=1000","2024-04-16T06:01:21.284869249Z","!yttik"
"ef6be8e8-149d-5076-b294-77e4511dc83e","https://xkcd.com/2916/#xt=4&yt=27&v=420","2024-04-07T17:56:31.411162201Z","Deterministic dependency"
"d91b721b-0157-569c-8de3-1586f4ff8812","https://xkcd.com/2916/#xt=8&yt=2&v=73","2024-04-06T19:58:01.745940129Z","jupiter"
"7132f9a4-d820-5648-93d0-fa71a03b977a","https://xkcd.com/2916/#xt=2&yt=21&v=320","2024-04-07T04:09:27.904040671Z","Inner Peace"
"c4a9eb8a-85fc-5178-a6aa-087381d05d01","https://xkcd.com/2916/#xt=10&yt=24&v=390","2024-04-07T07:17:02.932577514Z","Mostly air pressure"
"2fc07615-fc65-5826-8536-d8ac26f459bb","https://xkcd.com/2916/#xt=11&yt=28&v=431","2024-04-07T19:15:37.56041655Z","Simple Y/G sorter"
"05078109-409e-5466-b980-31e709416671","https://xkcd.com/2916/#xt=5&yt=15&v=270","2024-04-07T03:04:06.275697706Z","Hammer-encouraged sorting algorythm"
"5aa92903-9a3f-5d56-aee9-a1db17a29f4d","https://xkcd.com/2916/#xt=10&yt=25&v=389","2024-04-06T20:33:18.063168661Z","EVENTUALLY CONSISTENT"
"45ec0122-9640-5e35-a05f-0d81351ea42b","https://xkcd.com/2916/#xt=3&yt=46&v=653","2024-04-09T07:22:51.906439793Z","minimalism"
"b20d8743-25a1-5e70-83ef-7cfc5d8f4c94","https://xkcd.com/2916/#xt=5&yt=17&v=298","2024-04-07T03:24:31.95832981Z","Gravity works"
"1d7aa481-25c9-50cb-aef5-0c257049cdca","https://xkcd.com/2916/#xt=2&yt=20&v=325","2024-04-07T04:06:27.960411561Z","the prism sorts as it desires"
"8597ca27-8292-59e7-b740-e819e8738cb8","https://xkcd.com/2916/#xt=3&yt=29&v=454","2024-04-07T20:41:10.920516861Z","I Assure You The Loop is Strictly Necessary"
"ef8964e6-cef8-5aa7-82b2-58da44610ad9","https://xkcd.com/2916/#xt=2&yt=23&v=324","2024-04-06T17:25:31.764288533Z","I totally understand gravity systems"
"9bd9d2cb-2bbf-565f-8d8c-7a64a49cd704","https://xkcd.com/2916/#xt=8&yt=20&v=287","2024-04-07T00:46:06.163596104Z","Il fait Doink"
"d93ba95b-0f60-5719-8bdd-c3461605ac1f","https://xkcd.com/2916/#xt=7&yt=61&v=845","2024-04-11T11:34:17.971110957Z","velocity sorter"
"052bb013-44ed-5295-b451-325a495387e6","https://xkcd.com/2916/#xt=7&yt=55&v=781","2024-04-10T08:33:09.142913038Z","Employee of the Month"
"71692f4e-6ae1-5b23-8efb-7d8d254bb4c3","https://xkcd.com/2916/#xt=9&yt=91&v=1214","2024-04-26T00:24:21.179779081Z","clutter toss"
"2fcd3121-022e-55f9-b35b-e1c15128897a","https://xkcd.com/2916/#xt=10&yt=6&v=106","2024-04-06T21:25:17.254455983Z","Fans and bricks"
"c4bb00e8-e916-574c-8951-1dae14ed26e6","https://xkcd.com/2916/#xt=3&yt=49&v=687","2024-04-08T05:42:52.292118605Z","nekomimimode"
"5af397ae-fb42-5ec1-bda1-0896526f0f0a","https://xkcd.com/2916/#xt=7&yt=71&v=968","2024-04-14T15:00:42.074034448Z","Traps"
"b273d238-2d3d-5c9d-9217-8d3f47d8cd48","https://xkcd.com/2916/#xt=9&yt=89&v=1203","2024-04-25T07:41:19.56134941Z","dESPAWNER"
"463d5f5d-d192-5940-a021-141a51f05913","https://xkcd.com/2916/#xt=4&yt=29&v=445","2024-04-07T20:46:22.435873851Z","All hail king knitcap"
"1d8b3b61-f42d-5971-a57b-382ff5ea2bda","https://xkcd.com/2916/#xt=10&yt=20&v=321","2024-04-07T04:13:55.488575821Z","shooting gallery"
"859c6c68-efef-5e22-ad33-0e254961a5f6","https://xkcd.com/2916/#xt=1&yt=9&v=129","2024-04-06T21:45:04.901113192Z","order and chaos"
"9bdef5b9-c148-5530-ac9f-f0733db84aaa","https://xkcd.com/2916/#xt=9&yt=76&v=1039","2024-04-19T17:26:15.03247435Z","the Prisms did a good job, probably."
"f073e8d4-7fe4-5af2-9c85-2b3731b299bc","https://xkcd.com/2916/#xt=0&yt=93&v=1228","2024-04-26T06:22:37.791045703Z","bouncy-Hexagons"
"71732ccc-fe9b-590f-8146-a125015c0981","https://xkcd.com/2916/#xt=8&yt=91&v=1213","2024-04-26T11:26:32.902020186Z","Thanks for the sorted balls!"
"05f72f3d-2c3f-5016-b4ef-29fbb819d02f","https://xkcd.com/2916/#xt=1&yt=91&v=1209","2024-04-26T16:46:13.675267913Z","collisions ok, reds and greens, not ok"
"d974b914-c631-591e-914f-d6700e307d13","https://xkcd.com/2916/#xt=3&yt=7&v=112","2024-04-06T21:34:14.266954272Z","unbothered"
"30116c1e-9577-5bfb-b283-93495e75a81a","https://xkcd.com/2916/#xt=0&yt=46&v=633","2024-04-09T02:36:17.29900942Z","bun"
"c4c4acf5-c020-53f7-9c36-f57a6187266c","https://xkcd.com/2916/#xt=7&yt=49&v=697","2024-04-09T16:49:16.91318423Z","this is fine!"
"1d92c523-a305-5e40-b949-3af45d4a8d42","https://xkcd.com/2916/#xt=4&yt=78&v=1054","2024-04-18T01:31:34.198387717Z","luxury cats-only hotel"
"b27cb20c-3f47-5474-86c3-d0a0b3397dc0","https://xkcd.com/2916/#xt=6&yt=16&v=195","2024-04-06T19:05:47.867640491Z","Galton's Failed board"
"4640c1e4-0f9b-5ee3-a4ef-a3c6fbefaab4","https://xkcd.com/2916/#xt=10&yt=78&v=1036","2024-04-18T21:27:13.503844492Z","Cat-Trifical Force"
"5b37da4d-bef1-5fa1-b61a-5222d7284bb2","https://xkcd.com/2916/#xt=11&yt=39&v=572","2024-04-08T17:35:15.886635653Z","Black Magic"
"85a4ace4-a7d7-5b25-8fe5-594312f214d4","https://xkcd.com/2916/#xt=7&yt=33&v=484","2024-04-06T21:42:12.542383951Z","*clacking noises*"
"9bffcead-0881-5b85-8891-92d8f0df83b4","https://xkcd.com/2916/#xt=5&yt=89&v=1191","2024-04-25T13:01:05.75283588Z","and it would have worked if not for those meddling balls bouncing into each other."
"f092c260-c5bb-5b5f-b554-9112baebd19a","https://xkcd.com/2916/#xt=11&yt=13&v=213","2024-04-06T19:02:54.246307143Z","Fan-tastic heart"
"0691d3b3-786f-5c1c-8354-85c00b4211e8","https://xkcd.com/2916/#xt=11&yt=86&v=1145","2024-04-24T18:37:08.904356964Z","float like a butterfly, sink like a stone"
"d9af754b-ad0e-51c4-847c-1d9de256228a","https://xkcd.com/2916/#xt=11&yt=57&v=788","2024-04-11T01:28:10.871439312Z","More bounces than needed"
"71a12519-3b12-5217-8357-2044a405caec","https://xkcd.com/2916/#xt=5&yt=67&v=928","2024-04-12T09:19:19.098663569Z","Will the squirrel ever catch a nut?"
"301b8f28-54fb-5c2a-bd99-8f82aa666562","https://xkcd.com/2916/#xt=7&yt=24&v=383","2024-04-07T06:54:29.688126083Z","mixer"
